Organisms
Nostoc azollae
Vibrio anguillarum
Vibrio anguillarum
Vibrio antiquarius
Vibrio breoganii
Vibrio campbellii
Vibrio campbellii
Vibrio cholerae
Vibrio cholerae
Vibrio cholerae
Vibrio cholerae
Vibrio cholerae
Vibrio cholerae
Vibrio cholerae
Vibrio cholerae
Vibrio cholerae
Vibrio cholerae
Vibrio cholerae
Vibrio cholerae
Vibrio cholerae
Vibrio coralliilyticus
Vibrio coralliilyticus
Vibrio diabolicus
Vibrio fluvialis
Vibrio furnissii
Vibrio gazogenes
Vibrio harveyi
Vibrio mediterranei
Vibrio mimicus
Vibrio natriegens
Vibrio neocaledonicus
Vibrio nigripulchritudo
Vibrio owensii
Vibrio parahaemolyticus
Vibrio parahaemolyticus
Vibrio parahaemolyticus
Vibrio parahaemolyticus
Vibrio parahaemolyticus
Vibrio qinghaiensis
Vibrio rotiferianus
Vibrio scophthalmi
Vibrio sp
Vibrio tapetis
Vibrio tasmaniensis
Vibrio tubiashii
Vibrio vulnificus
Vibrio vulnificus
Vibrio vulnificus
Vibrio vulnificus
Victivallales bacterium
Vigna angularis
Vigna radiata
Vigna unguiculata
Virgibacillus dokdonensis
Virgibacillus halodenitrificans
Virgibacillus necropolis
Virgibacillus phasianinus
Virgibacillus sp
Virgibacillus sp
Vitis vinifera
Vitreoscilla filiformis
Vitreoscilla sp
Vollenhovia emeryi
Volvox carteri
Vulcanisaeta distributa
Vulcanisaeta moutnovskia
Vulgatibacter incomptus
Vulpes vulpes
Waddlia chondrophila
Wallemia ichthyophaga
Wallemia mellicola
Weeksella virosa
Weissella ceti
Weissella ceti
Weissella ceti
Weissella cibaria
Weissella confusa
Weissella hellenica
Weissella jogaejeotgali
Weissella koreensis
Weissella paramesenteroides
Weissella soli
Wenyingzhuangia fucanilytica
Wenzhouxiangella marina
Wigglesworthia glossinidia
Wigglesworthia glossinidia
Winogradskyella sp
Winogradskyella sp
Woeseia oceani
Wolbachia pipientis
Wolbachia wBm
Wolbachia wCle
Wolbachia wFol
Wolbachia wHa
Wolbachia wMel
Wolbachia wNo
Wolbachia wOo
Wolbachia wPip
Wolbachia wRi
Wolinella succinogenes
Xanthobacter autotrophicus
Xanthomonadaceae bacterium
Xanthomonas albilineans
Xanthomonas arboricola
Xanthomonas axonopodis
Xanthomonas axonopodis
Xanthomonas campestris
Xanthomonas campestris
Xanthomonas campestris
Xanthomonas campestris
Xanthomonas campestris
Xanthomonas citri
Xanthomonas citri
Xanthomonas citri
Xanthomonas citri
Xanthomonas citri
Xanthomonas citri
Xanthomonas citri
Xanthomonas citri
Xanthomonas citri
Xanthomonas citri
Xanthomonas citri
Xanthomonas fragariae
Xanthomonas gardneri
Xanthomonas hortorum
Xanthomonas hyacinthi
Xanthomonas oryzae
Xanthomonas oryzae
Xanthomonas oryzae
Xanthomonas oryzae
Xanthomonas oryzae
Xanthomonas oryzae
Xanthomonas perforans
Xanthomonas phaseoli
Xanthomonas sacchari
Xanthomonas sp
Xanthomonas translucens
Xanthomonas vasicola
Xanthomonas vesicatoria
Xenopus laevis
Xenopus tropicalis
Xenorhabdus bovienii
Xenorhabdus bovienii
Xenorhabdus doucetiae
Xenorhabdus hominickii
Xenorhabdus nematophila
Xenorhabdus nematophila
Xenorhabdus poinarii
Xiphophorus couchianus
Xiphophorus maculatus
Xylanibacterium sp
Xylanimicrobium sp
Xylanimonas cellulosilytica
Xylella fastidiosa
Xylella fastidiosa
Xylella fastidiosa
Xylella fastidiosa
Xylella fastidiosa
Xylella fastidiosa
Xylella fastidiosa
Xylella fastidiosa
Xylella taiwanensis
Yamadazyma tenuis
Yangia pacifica
Yangia sp
Yarrowia lipolytica
Yersinia aldovae
Yersinia aleksiciae
Yersinia enterocolitica
Yersinia enterocolitica
Yersinia enterocolitica
Yersinia enterocolitica
Yersinia enterocolitica
Yersinia enterocolitica
Yersinia enterocolitica
Yersinia enterocolitica
Yersinia frederiksenii
Yersinia hibernica
Yersinia intermedia
Yersinia kristensenii
Yersinia massiliensis
Yersinia pestis
Yersinia pestis
Yersinia pestis
Yersinia pestis
Yersinia pestis
Yersinia pestis
Yersinia pestis
Yersinia pestis
Yersinia pestis
Yersinia pestis
Yersinia pestis
Yersinia pestis
Yersinia pestis
Yersinia pestis
Yersinia pestis
Yersinia pestis
Yersinia pseudotuberculosis
Yersinia pseudotuberculosis
Yersinia pseudotuberculosis
Yersinia pseudotuberculosis
Yersinia pseudotuberculosis
Yersinia pseudotuberculosis
Yersinia pseudotuberculosis
Yersinia pseudotuberculosis
Yersinia pseudotuberculosis
Yersinia pseudotuberculosis
Yersinia rohdei
Yersinia ruckeri
Yersinia ruckeri
Yersinia similis
Yoonia vestfoldensis
Youhaiella tibetensis
Zea mays
Zhongshania aliphaticivorans
Ziziphus jujuba
Zobellella denitrificans
Zobellia galactanivorans
Zoogloeaceae bacteirum
Zootermopsis nevadensis
Zunongwangia profunda
Zygosaccharomyces rouxii
Zymobacter palmae
Zymomonas mobilis
Zymomonas mobilis
Zymomonas mobilis
Zymomonas mobilis
Zymomonas mobilis
Zymomonas mobilis
Zymomonas mobilis
Zymomonas mobilis
Zymoseptoria tritici
